customer_id,became_member_on,gender,age,income
9f30b375d7bd4c62a884ffe7034e09ee,20170812,F,26,63000
25c906289d154b66bf579693f89481c9,20180113,,118,
6e014185620b49bd98749f728747572f,20151112,M,75,40000
02c083884c7d45b39cc68e1314fec56c,20160711,F,20,30000
c0d210398dee4a0895b24444a5fcd1d2,20180707,M,45,33000
8b70ca1f5f5a45bdac2ac2f990b71526,20171121,M,61,98000
5b8f1f0e0930464f93bb55e59b5a04e0,20141111,,118,
8be4463721e14d7fa600686bf8c8b2ed,20170511,,118,
8e7c7465e98c43d8a01f51e2b5c29542,20130918,F,69,37000
57dd18ec5ddc46828afb81ec5977bef2,20170207,F,54,80000
be8a5d1981a2458d90b255ddc7e0d174,20140527,M,39,51000
3f89b8f80ebc4f94b7074f28071aa8d4,20150921,F,41,41000
a3b9b4bf115e4564933ea2e4bc936843,20150415,F,79,48000
7584948ea6d04f94b8798624706261c2,20180408,F,66,38000
e9844d5beac04bf8b8d3ad18f7e37fca,20170626,F,56,52000
f247806381704ea58c1b06f60602a6ae,20140723,F,39,56000
81ac76e4f2fe4a6bb5ebdc0f19cecc56,20170528,,118,
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,20160117,M,42,96000
020d3a52b9ce432ea5f98fc58e9bfcc4,20171013,,118,
4be1127413db496d8103c783ae72058b,20151220,,118,
fe8264108d5b4f198453bbb1fa7ca6c9,20161009,F,78,93000
186d6403f5824c739555b732f4af3f16,20171006,M,45,48000
8a87fda1a6644337b4394a4c3cd0946c,20160430,M,29,50000
b7a66e629b134079a9bc7120c7b9947b,20170924,M,44,35000
ca82e1ebc759402c8ab95c341755bdf1,20180713,M,63,56000
54890f68699049c2a04d415abc25e717,20171228,M,36,56000
ab66a363907e43e9a7cd535f1578245b,20180314,F,76,47000
d3f146b615514c6380b168bb3df5f05b,20170823,M,68,87000
a5a6ef2b78a04ddc9f374dd7c7f60bff,20151129,M,75,52000
2e87ba0fba1a4d1a8614af771f07a94d,20170226,M,67,76000
d8af520c4a8a4c77b921098d7d838c4d,20160730,M,77,51000
39dbcf43e24d41f4bbf0f134157e0e1e,20140831,M,76,64000
b62e66ca4dcf4df39fd522e750a88d81,20180207,M,57,98000
8c7df0c393db488aac3e58b06a7ea5f9,20160706,F,53,72000
3a1242dda16248728e350c4bdeb21972,20161231,F,53,117000
8045834137dc47faa24f2c4547969f33,20171026,F,53,55000
fb98ebe9e3e14afaa5b5db182b00b7ec,20171110,F,61,112000
5cd6577aca5d4b419e452f9f505ffce7,20160910,F,67,77000
99e9a1916821461ebd5d5048dc2dff7d,20180125,F,58,85000
e528ceb341964128aaf58a59733ec2af,20180629,F,46,36000
faf74115a43b4f718f4d4c0de116ee8a,20171202,M,30,41000
0b73997a269247088b2a63355f53ee58,20170820,M,59,89000
9d8d6bb2fc544a9c802888971ee3e8b1,20170918,,118,
f44b44b53c0548d5b27c812fda4c358a,20151231,M,51,41000
6e04a90a0e074496b5f229eb1f553433,20180110,M,27,35000
262ad0fb526a4d53b572007da60cce24,20180227,M,40,53000
a89752cdfdf24779aa22faa2bc24e7c2,20150920,,118,
a2b7a0b3487a4d779ddf4e11a034e2ee,20180419,F,73,91000
2c5c63e5124e417b8504f76c868a4190,20151224,F,74,107000
9d6da0a2ac54474e8ec986fd21cecef0,20151121,M,42,66000
571b739ada3041fb8fbd20f23ce034f7,20151111,M,78,58000
816afd4505d047cf893275fbfe825590,20161225,F,54,53000
13b7b2eccf664a329d83d2a238a9a11d,20180613,F,70,74000
68eee228713c429ebe1300155ad1fb33,20170408,F,49,57000
ffc6c9fbe34b4578911dcdf6745b4c74,20180410,F,62,57000
cbebad9819494b479dbf0c1207b4c0c5,20170305,M,64,70000
4264b1d027cc493281bba4f44bfedaca,20171114,F,89,87000
0ba6e2ad781c4429afd26cf0b35f2d11,20180401,M,73,51000
53bac762af27471eb294ff89ca1bae2c,20160806,,118,
b5abc1e85be84f43937b4fca0ad238cb,20170506,F,50,93000
1c587de019994f93a242c6864fd7bc55,20151210,F,90,98000
3f4e408b0b2d4ea89dd16d7437d867c1,20160731,F,68,84000
13bda8fbd70a4814b956df1d55320398,20170206,M,60,64000
b19c8e7ac2ff40ae92b4fcf3247f8912,20170815,M,45,54000
21c73d53e2a74bb1b4dc172bff2b1aad,20160124,M,66,49000
488773cae11f4b71875bfccd4e3e99f2,20170223,,118,
182e68952b474700b171e21b85c258ac,20170823,,118,
1abeb816d9fa49b4b5b5ae51bc3d24c3,20161015,F,19,73000
92e07c49ee7448fca6e48df0c96e3eec,20180216,F,66,58000
f8aedd0cbea0419c806842b4265b82e5,20160811,F,72,72000
5e9c83e8ab4d4e9ca83f3256d83ca756,20160130,,118,
a9780228a1d04539afdee8b745e4be10,20160407,M,76,63000
94f14dcfedba47e18b7efca13dd7574b,20170515,M,52,78000
8a4bc602e4424ab6b16f0b907f2f22af,20171210,M,55,31000
6d28f18e91324d358d69d1e4b01f1ace,20170919,F,39,60000
52f0bd64403f4958ab8fe9a6947c13c3,20160126,F,45,44000
93e67942586e43fb87d5ffb1ead8db41,20170704,F,57,114000
e641af076cc54529bec6ab61fc25f4a6,20180712,M,74,48000
716a961d2afb4c1d8307522a8cbb4f07,20160727,M,18,47000
13033baa9d294c3c9165a00d71b72614,20170927,M,53,96000
15953663abf54181adf1fd4c39442b85,20170910,F,59,98000
0ac5ffb0f1624297a453494b845e1a91,20141104,M,57,46000
1a353048b0884fc5a0afa27677ef1e80,20170813,F,51,56000
c099206f76b1414db7552f163520053c,20150730,,118,
e6d3eebb535e44aca1323edde5c346fa,20171125,,118,
2cf5895bddf9467e878c6d51a622d5fb,20171020,F,64,37000
6747dda08bed46298c23e05b64820a3a,20170129,M,71,57000
f35b342b24734da18a830bb9329a4fbd,20170421,F,64,66000
4c29d22467af4d7faa137c4eedd65340,20180127,M,83,46000
e997a086fc13446da2aa9070d98d191a,20171211,M,26,71000
baba98dba43e42ae8e86cbd70725e201,20160418,,118,
17af917bb842480e925e49a8ca08c1f8,20180321,F,29,58000
bf8d7498eb32431ab3fedaa14b7d3a0d,20170915,M,43,70000
3dae0eadb47149b0b9b548d14548524b,20180114,F,89,65000
5404741ead9442bdbd4b9aa2273e85af,20180518,F,49,79000
81e9ad5fa55a4884b65e01a5db8f1b4e,20160627,M,79,67000
b2f1cd155b864803ad8334cdf13c4bd2,20171016,F,55,94000
37a97f6e09784a07bbb67bc6539f1a00,20171203,M,55,66000
77927096ab4144fa930b4cadd4773cc2,20171007,M,45,31000
acbc358a8bf44ba88d0de1f2bec5b2ab,20180130,M,52,30000
8ca29d07b300474786a6016fe76174dd,20160404,M,39,55000
88baa20c29a94178a43a7d68e5f039d4,20180702,M,77,69000
a2bd377c7ab74d93bbfd87f70043a9f8,20180709,M,66,60000
23f9e3baf42b43148fee9bbbc3530c7a,20170927,F,69,87000
8486e692a5f94d179d507eaca848ecbd,20140820,M,74,53000
58748c1cf9f746838c6ec62acdff28ad,20161018,,118,
49f22e86d2db41878778d70958dc744e,20180712,F,75,87000
28de174a5c854dd1be3187dc6edae45b,20150909,F,59,85000
a1eb338ccbca4cc88c9366939f16d819,20131230,M,47,66000
220a39cdfd6b41268c43a2e588fcb7e0,20180528,M,20,69000
0c89378f14804b42b6e63e4dc26e8d3e,20170426,M,60,108000
464d2302b99b46ad8eb3e42e1b849c24,20180315,M,65,61000
3f36bc1d5fc0499b9f96f62348f0f9b0,20150421,M,33,43000
fe97aa22dd3e48c8b143116a8403dd52,20171217,F,39,67000
dbca75f289544e09836322ba2e104854,20180602,M,49,59000
c863af14b3654499b1caea5e640136d2,20180207,M,68,58000
d7dc31e069124ef49e1bb937cb89f41c,20170209,M,42,80000
1827da57bb924833a6f73c79b5f2bbc5,20180601,M,72,33000
721eb06ac285463aa6e1184e0ea9b7f0,20170524,F,18,49000
d594b1f288674594a02c8527e5837ade,20180628,F,32,42000
0f54094029ca4107bfd36203aeb3ed14,20170828,M,67,50000
5f18c5754dc04baaa1267c823f877a85,20180704,M,52,42000
d8567f1400d8486cb31c6abba64389ec,20171019,M,38,64000
30fae86966114f6e83c3043b22b6b7c4,20180316,F,60,77000
fd700397b7c8440baa70d5539926c5a0,20171222,F,62,77000
4293153650e04742b310ac06cd3810e9,20180708,F,55,51000
2ce2e03319c7446ca9c379b4589da19b,20180428,M,22,63000
4d15a2a5ac134c58971b910b859bec24,20171206,M,34,41000
127cd9d95e6247e5b92bff64d6205a94,20141214,M,46,60000
4e233f02eff840c7a3e5ec15d55d7d23,20180726,M,85,67000
3ecb372184104ff7bad0f0f60cb56e29,20170316,F,51,85000
770df32893694100afc703ea9c9df401,20150905,,118,
8a37057f57c4495fb98dfcc8b909b09f,20160427,F,53,85000
11da2f066d3943699d10b61fd276fd1a,20160810,M,51,92000
50b92ea51e2649dfbf7120d5e554e991,20180114,,118,
21b02228cd4441b49bf0b5ff046f4b75,20150601,M,48,44000
629fc02d56414d91bca360decdfa9288,20180605,M,52,72000
41f9e7e0d8c644bb8b3f9c3a8699dc53,20170607,,118,
c87b50fcdd4a4d2faacff6112243a8dd,20160305,M,62,53000
91dc71c4e9bd45b0861825c32f5ee8f9,20180325,M,42,62000
3bd5ba038a5c46cc94e8cd5e5739c967,20171025,M,55,65000
92214286965d4eb1ad14dc8b0b04a20f,20150915,F,27,50000
37155a5f4ff248529399c95472186879,20180530,M,68,107000
c84fe4915ef74c7f9e81b003d3ecf54c,20171220,F,74,83000
041fd7c6b796430a867c4e03d2ff8f4d,20141011,M,77,66000
9e91e04b9a344f4e948728bf127967b6,20180118,M,35,72000
348bdc19d65f49b8b98f72c59e64cd89,20171108,F,50,69000
c74beaa959a742309ba8350b7d472676,20151027,M,45,94000
c79da41557894c7eacc5c0156dc1f4dc,20161231,M,82,87000
8cc1a1bd309842bfaafd4483d994579b,20131222,M,40,57000
83e2ccc1d4374c14865e8e2cf16007dd,20180617,M,66,34000
17c803219d1348d4a016691c947de0ed,20180411,M,52,63000
791ffe6d3dc848d2b233129a8096f7ab,20160329,F,57,89000
2204f8ff966f48db90246bd7b5918a7f,20160629,M,68,69000
0b9cac742f534951b5af48395dfe6879,20180303,M,21,52000
b818e955451b47db9fc8767fa45e464e,20170815,M,61,44000
1d25a96a0ba44f4eb28f587adf3ba9dd,20160506,,118,
a9ecb39d93d74696a9d6ddd5355329ff,20180317,F,58,54000
0d18c37c8b58459f8aa6af2f7b541357,20180614,F,67,54000
d250372c924747d8ac9a8fa88f584bc3,20170212,M,24,61000
569866874d614a6a9c30d9f1e3a23b8d,20150206,,118,
3cea9c09fefb4c33ae2f0aa604af7eb4,20171117,M,26,35000
87efa556dd48400cb4231a273e088bcf,20171207,F,71,105000
4e4c47b460b1414c8ddd459b61f84b9e,20171212,F,69,64000
accec36a10704e1fbaeb9b28b8bc5da8,20180503,M,81,93000
d1a6fe4c241e4dbf8a4da6fd6c714ac5,20160405,M,62,73000
1eed89c11cc749a4bb93d8cef032821d,20170709,M,38,74000
3f279ee9fd0d4195b0b9574ce0ae6923,20170926,M,61,82000
2d40e25b82b94b37bbad2332e90a1034,20170809,F,52,92000
9df2790f060d430e94f17189042e5671,20171225,M,50,70000
ae47fbe72b274838a2093c3e91bc03dc,20170216,M,54,118000
018b8f83176d471db63d9733c741fc8a,20180502,F,75,109000
d2e88e95c0ae41c0980e4cfc10d162d8,20180319,M,82,73000
aa4a681ea192401ab469b616f8fe6885,20180720,M,64,38000
ae40f2f496e84ed29e7638b0bccee9a4,20151006,F,54,99000
e94a9c2e750645d0a1aca57a9b4ca4c3,20180708,,118,
5a3d291f75984396b6eb2800206ec716,20180108,M,82,72000
82d8f33acf684ed6b16260d1dc1b30d5,20151115,,118,
bf2c086d4c4049289df1e0c8ea08f55c,20180509,M,90,45000
5b9c1a35c0144b6ab584e666dec7c531,20180417,F,34,67000
ad3c443c9ce34aa38929b0a84cb14c04,20180718,M,44,53000
688e4f2487d44ad8bbcc0f96936f42d6,20180711,F,79,106000
73c157a4b8e342fcb5d8479d8cb41e81,20161231,F,58,95000
82d57bf7f37a4b37aff9e7bd293be8bc,20180327,,118,
e737ff591120415581ddbe817b8c82ca,20160105,F,47,74000
9cb34ff9de694c578154da3efc9915db,20171117,F,60,59000
32189735a963491082e35dd4c3221690,20170807,M,83,54000
4e5923e5deab4d5cb1624a0b1cc9909c,20180517,F,74,103000
2c5c71b7bfaa4e3e8088fc177e6e559b,20150917,M,89,101000
307245a5204947e5a9f952daffcad5f2,20160305,M,68,62000
eb834c09384149e88983526893d4d0cb,20171127,F,63,110000
f93884685d214230bbc7c5f46aef121f,20180706,F,40,51000
341276cb09ac42ad8473be091b52b082,20171217,F,79,99000
18174519037241e9b1ddcb627ca4dc41,20180321,M,71,30000
978d48db5c714a4490d904412f85b502,20150906,F,76,114000
2f442d5255324bbd9438b8a213544532,20160528,M,89,96000
044f41cfd98940119477d73c81f973a3,20170729,M,63,36000
be76cd174fa445238be5e3bb58a211b8,20180501,,118,
031387fa9cfd47e88f4e4b4b4cb71925,20170922,M,41,83000
8c410d84af08408fb41f953c93ffac27,20180408,F,71,56000
09e7e40eb89943458f4f79fe2e023dd6,20171011,M,44,36000
97b2476046874de3975e8feee95a1f98,20160406,M,25,73000
0ad8a9771c59432f9641e48212b2ccb9,20180327,M,27,70000
2a01c11fdcc441bcbdc842c35adccb2f,20180212,M,67,106000
78e9be059fce46a1b610f74e0e812a4a,20160219,F,77,80000
ad4fd34e9f7e4fd9ae627edd73ca2081,20151229,F,68,66000
0e4e14ea66044a9eaee0b5efbff6ca62,20160420,M,37,64000
ace4a7611da040748d1722cda25b6280,20160323,M,55,60000
c894971c9e414a358b84255199727636,20160903,M,30,54000
e277228d77a64ab896d6dd6d88f970d3,20150815,M,51,54000
f20277feaaca40b1ae9295a1d897fcb8,20180712,F,47,92000
6f04a68e93df44d1b2329a399016452b,20180204,M,49,48000
27aa749a6f5f448e91327028a2ac7fb5,20151008,M,32,38000
ba9fb3e4a7084361914c1647d871d27e,20170418,M,30,69000
00c6035df45840038a72766c6d27a0db,20170225,M,47,86000
bbeb54e861614fc7b22a8844f72dca6c,20171207,,118,
fffad4f4828548d1b5583907f2e9906b,20170123,M,34,34000
a1ad0bbe76f8403786baa50ff845bc42,20170604,F,78,101000
50fb5c0c6b1b4f43bd5f4a818dddb513,20160302,F,85,71000
a97e6f33219c432db82acfa0d19c602d,20130806,F,75,69000
c6a2cd4fdc104ea5896ac60300f6842d,20170311,F,76,71000
4c0b938c4e994b168f0062d7dbb79796,20150722,F,89,59000
4de38d89a91c4286a583085d909817f9,20180129,M,58,70000
5ad59daa0d6b41f0a0c115443c1d8828,20171030,M,23,49000
2b91e3c00a424185ab261b2a204c9718,20170916,M,58,53000
5ceb90c4e738427f90cd7b16d51c59bc,20171228,,118,
23bc15e276d247669fd7d1c08a8fb678,20151012,F,64,95000
da6c95e567f94dfdb54c16073807fcfe,20170909,M,72,39000
fae3fbe975cc4421b853947d7448904e,20170811,F,66,72000
7798d98a070845328d838312b65ba846,20170809,F,49,68000
b21beefac7b6488f8384774c4d90faca,20170413,M,43,71000
932715eb8a33450c83c1557c99968c7b,20180717,M,58,39000
cac7e2d5e1f444debdbebcb02a9d6d3d,20170806,M,43,76000
203831402e2b49a8bf1fa35263f17165,20170329,F,56,87000
816f33d96b624c84a890f87694ac4172,20171016,F,69,118000
d0be9ff460964c3398a33ad9b2829f3a,20180216,O,60,94000
327d08559d564f13b6aaf681700c2e6e,20160601,M,81,70000
c610bd00615c41079c7a1a33f76d9228,20170403,M,42,91000
716cff13fcd44dc2a96c138950dc48bd,20150110,M,75,71000
c05652fa9d2c4fac9a010ea5a9310c86,20180127,M,62,73000
fbc039723b044dfd8a1723a976d667d9,20160505,F,55,54000
e1103f6b4c444f84b65f856738c0f60c,20171011,M,65,39000
b6905df3630b4137b077b6e1b4b21d75,20170227,M,52,46000
2c3a4de659584bed8d27cfd865f06928,20171015,F,30,40000
28416e7d96d746fb9c1fb8223d9e4914,20150924,F,74,75000
24c1287eb7a84cfd80472a82e05b1d57,20150828,F,100,63000
a4579681ffca49cfbff6f5453a49bf76,20170324,F,26,40000
8a04ab4063e94628b5bbd86781639430,20160328,F,56,53000
393e6938e7eb46cb86bcb04f231efc0f,20141015,M,50,90000
62fb072537a647a89f99fb9ea66a7c00,20171008,M,73,95000
0acaa564f18b418ba642e2a4ff3e028d,20171210,F,49,74000
585fb2dc600d4a0f912d8911aba11203,20160109,M,37,50000
9b0e7b326e314b758369c2f794566eb3,20160212,M,65,57000
aec532a91d9948cb828cc657fa27fce2,20160225,F,64,81000
9c64321646bf40f6ad1bc98864eaa6b8,20161014,F,48,53000
4e6eb10de9744995be7496f5b1cc7bcf,20150812,M,20,32000
a02783021b7c49eba12cb58cc73a4c44,20180205,,118,
e89dce9d75634dc5bf1df0a0cea0f316,20180723,M,46,40000
e08a264dc9a54efca07e1cf7e9b38480,20150427,M,24,69000
a4ac99af1b7f4344b734ac07592ab717,20150826,M,71,95000
f8362fcaa42248fca2a2a174951a954a,20180525,F,50,78000
676506bad68e4161b9bbaffeb039626b,20170515,M,37,92000
b7658a8eab2f42668a9d66499b001e88,20160522,F,57,81000
98df356ed5864c12a227be4fff503e42,20170920,,118,
a8719d4d305444579b2d2c1b777c3417,20140425,M,52,85000
bd215efd787d4305a006a56154fbcb67,20160824,M,41,41000
f5e59835627a49a0b13c4183522225d4,20170618,F,66,74000
f970eafddcb34154aa4d646b4a71ca34,20151001,F,66,87000
c4a3c86c7b5541cf83d443c2a89e5b5a,20171025,F,68,120000
4bbcb71a7f75455e9957413cf743fef7,20160308,M,20,70000
9ef935700f384fefa0e1a34f92555abd,20170704,M,43,42000
32fbf97e89274e8a935903f2ad095e1f,20171212,M,73,38000
f5e30345d068492b880e6e876bc72ff5,20180406,,118,
68081ac19eae44ba99b47c8e1d4161a4,20170529,F,42,56000
b268f71b99b94e1485ed1ccd4c20007b,20160604,M,82,110000
91d4029efe87429984d0152b669cea65,20180418,,118,
01ef4c6618b64334a15914ff9963eaac,20171109,F,70,92000
7a7aece75d5347bd869fbcf707aea6b1,20171010,F,42,71000
8f7dd3b2afe14c078eb4f6e6fe4ba97d,20150903,M,48,62000
8b5ae6d6547745d5adae0b0828de3f7d,20150910,F,53,93000
66ccb31b29da4e9db3337fcfd5039c17,20180304,M,64,67000
dd0fe73d5e7b46e98304b1643394fe9e,20180123,M,79,90000
b0be9b4679204f82b937260a08e54eb0,20160511,M,51,55000
713a1ea744ee4267a741645078845eac,20180120,F,45,88000
f8756fc0eea24e7ba3ccd846efc4d0d5,20160602,F,48,105000
f65ef36215b24f5096aa9454b91ffeed,20150817,,118,
01e8739670a042b3877f8e843bdf55a7,20151024,F,54,119000
5e97488a58c641ea8ecb05a8e27fddc4,20180710,M,52,48000
e6590c7f954f4ff482c069b45070b351,20130924,M,28,68000
bb9cf26ad43044a3b0dd90c22bbd05d1,20140502,M,69,47000
0861b9ca31b741bb8b411b18f82d18f6,20170627,M,73,92000
599ad9ceb6f94a6283da40a556bdc262,20170821,,118,
eefbc1aac05142aeb0ce661d3a19ae48,20170813,F,67,71000
cc40aaa447054294a86c75d79881e35a,20180613,F,76,34000
c34eaeb9e68248c382e4483328bb9867,20151121,F,55,53000
69b02748e2864894b9a425d079d806ca,20180623,F,89,83000
888e2bf068674fd6a62589c7c6218952,20170201,,118,
717a423a31284ce1b767cad1c471d968,20180429,M,57,41000
a384d6c6a6d844468bc2a3afe77e9d2d,20160721,,118,
ca900921cfdd4b11a432df6f46a3e26d,20180211,F,54,70000
b94c7601b17b41609daa2e3e56c3f53d,20150811,,118,
b4a4a6b9648a45baa15f438ffb5565e9,20171227,M,58,73000
eee612e774e8463baa95a9743ab2385d,20170815,,118,
1e78f244cac34e758dff086f30dbc1be,20171123,M,49,39000
07ebe89c877e4328b60f4e5676452ee1,20180507,F,73,79000
371d6b3a983547709252bbbcbedda147,20170219,F,58,76000
ea8a1cb1c56e42e4807e9ec27b95b97b,20171214,M,51,70000
709189c4727342a782cd28ad41c1b316,20160418,M,74,78000
c0f9e4bb1f3a4d30a34f5a835b2c97ea,20150906,M,53,95000
9e0369f1045443c2a83a423920155ab3,20180227,M,61,32000
02d206df55d54efda515783e1c525e8d,20170912,,118,
acc3bb69130c45aca141e8aa86f41b42,20171024,M,41,55000
8899cbcaf33d4e4d87a3f761b5ff8cf2,20171008,F,64,95000
02b148f44eee4b9ca7487371472a6781,20160516,,118,
cdc70ea5dcfa497bb0c53b3fc20f3691,20170928,,118,
cda87c53c8434854b78be68c0cde4848,20170908,M,42,75000
be2b393781594f4da055ef99b4d95e48,20160426,M,50,57000
e8f6590b4991479eb898457e8ebf4890,20170903,M,60,56000
7da4476ec7234c0fa8f05d2336669212,20160408,F,57,83000
a0f63f6e1285445dbbdcc5d4943c843f,20170407,F,39,54000
c32496c5eddb45439d652b7032cac8cb,20170903,,118,
b3ad8755d0ac47faa6e9c10954fec6a4,20160827,F,57,67000
fe23d94e175742209abf65cfbc684153,20171216,M,57,71000
4c51ba3886b84781996ca15d42af505d,20160318,M,68,51000
813f7ade94c14226b49b3ec4ace58718,20150910,F,83,114000
ee8eccee44354ee38eea7b4704514136,20180102,F,35,72000
58ad7189fe54463fa221873e553f3173,20180101,F,90,72000
1e917541b9324d93bde2bf5ec7ee21a7,20180404,M,56,72000
155c4892fe1748d885cfc18f619597ed,20180114,,118,
4786c65ce3d944c09d1562bf9363541a,20170907,M,84,81000
a7456960b600412fa516433d4821361c,20180312,M,62,39000
ce9ccae3451247fc98667ef67857b116,20170223,M,63,58000
8087cbb0e8f642f793142adfeabda2fb,20171207,,118,
62274260252f4b04962ec2f85295b447,20160105,M,67,56000
4c1c14245a1f4b138ae662fe2243342f,20171126,F,68,50000
9bd8945dd46d4e55b6504a0a0878ed51,20170508,M,55,73000
4df1ca80efca48759fa62d668378451d,20180608,,118,
850246fb2a30414eb76ac3e091c090aa,20171014,,118,
c93f9619abd642a684bd79953cef992c,20170207,F,24,59000
508e507b462a4f6cb3dd48bcd3118521,20170815,M,40,39000
e3cd0a0e1af5463d9cc4d18e4b7b8b63,20180118,M,83,61000
462445d316a446eeaf3b21bd398cb87d,20160104,,118,
a30a693afbd74047a3796bfb7d10e740,20160618,,118,
9ddafd9acd6e441a8ebf8845e2ac5319,20170316,F,63,41000
0e72fad934a74c2c97a98c525d64f738,20180116,F,59,59000
0d0a9ca9281248a8a35806c9ae68f872,20171207,O,49,42000
d11e7279219b418eb0133758d88ee285,20160612,F,61,99000
6be0513109fe4d738e2af7fb252fefb7,20180613,M,42,57000
90a221d6183c49d68dd6b2d17e67b2ba,20180129,M,58,36000
b3a5a87d9e1d4bc48f38945c8f4d5a2a,20161021,F,48,44000
027596e6ed19471392923eb833b25fd3,20170829,M,35,64000
f5b84c63d6514f02bed8258e627f172d,20180315,M,36,31000
5084c3bf96464d63bc54f298ce45aef0,20160414,F,41,100000
0872d0fa41104fcaaf143ddc1b81a420,20170430,F,83,73000
4cbe33c601a5407f8202086565c55111,20171015,M,53,87000
55bbada9ec754b9493ba8da9f1704331,20150910,,118,
63682fd0e2454fe098a3aad2c76e0054,20160115,F,53,97000
85727ebd2e324b60839c149682294ba7,20180110,F,80,48000
4cce01bbc3d742c994f654f8c1ecd6b4,20151116,M,25,66000
b330ad2e97ca455badff7121614b225d,20151104,M,63,119000
611846bccd6b4c35ba48ed6b165b2c2d,20160614,F,63,66000
06b99e8cc24b426f8a578c749974b88a,20180123,F,56,109000
e262142cfb3f4c87ab26ba7dd09562aa,20171004,M,43,59000
78364f0145d342c2bd44a169cfb9c332,20160314,F,58,58000
1e90d5a75b1d47e6ac495c37399705da,20170123,M,59,59000
c7456a584a65425188c13311390e53c5,20180318,M,49,104000
b432b74402bb4981a4651c8df1670365,20170912,F,63,70000
d6e40d21be454a08853aeafbd3532647,20151210,M,42,94000
b6874ec74838469482e7bcce0251acdd,20180117,F,52,57000
a04fcfd571034456aaa6d56c0a3fd9b6,20180408,F,57,37000
16ed3ce3996c4f729d597126b8200203,20171109,F,56,59000
79d6e0ec46a8486a9df7b24552be074b,20171015,M,80,87000
dce9bfaf37e64b75b5c40866cfe71c80,20160211,M,43,52000
09e73eeb14874fe69467f8c123091f50,20171114,M,54,70000
42e511d82add46d4b0038ab71015f1b5,20161111,M,28,73000
f26062d4f14f464eb345f487f0e912d4,20171008,F,57,95000
3f297d8938564fdbbcd73db63bc8ce54,20150310,M,71,67000
5749731ed31948abb540a956963926ba,20171029,,118,
cffd46a4ad444357a62f3929cd07a072,20180418,F,64,112000
576e6eed3c6a4ac682ebd35b7ea672f4,20140531,M,20,49000
901e3bdd943244ccb87af0ed7dcf0680,20150822,,118,
c8503ad4841d45dc9002b4144f4028a5,20150827,,118,
55c69bafc66d4bf6a7df7f1f752c1b38,20170423,F,36,58000
b427c95a76904412885fa43e1b6db748,20161004,F,45,99000
aec66f67b80548d29897b26f83d139de,20141217,M,71,65000
6e43570e4517416cb3bcadd49d3da70f,20180601,M,67,89000
5fc96150a4994e3c982e723d06d35e8b,20160922,F,72,81000
227f2d69e46a4899b70d48182822cff6,20180512,M,51,100000
a2eab1f4ba0c4d339de106c93d509679,20170419,,118,
d2d8012642ec43e09c18dd814bd1ec6c,20170919,M,48,68000
bf60d102f38c4f2aacb09c2df487b7fc,20180410,M,53,60000
